incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
DRIVING COMPLAINTS,DOUGLAS ST & FORT ST,VICTORIA,BC,48.4246439,-123.3653604,17,Tuesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,SELKIRK AVE & ARM ST,VICTORIA,BC,48.44122976,-123.3932002,15,Monday,Other
POSSESS-OTH SCHED I DRUGS/SUBS,800 Block JOHNSON ST,VICTORIA,BC,48.42670979,-123.3604037,12,Tuesday,Drugs
MISCHIEF $5000 OR UNDER,1600 Block BLANSHARD ST,VICTORIA,BC,48.42878538,-123.361907,12,Tuesday,Property Crime
ROBBERY-OTHER,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,8,Friday,Robbery
THEFT-SHOPLIFTING UNDER $5000,GOVERNMENT ST & VIEW ST,VICTORIA,BC,48.4256925,-123.3676752,17,Sunday,Theft
THEFT FROM MV UNDER $5000,1100 Block CHAPMAN ST,VICTORIA,BC,48.41296867,-123.3551003,11,Wednesday,Theft from Vehicle
LIQUOR-CONSUME IN PUBLIC PLACE,700 Block YATES ST,VICTORIA,BC,48.42612959,-123.3635393,18,Thursday,Liquor
THEFT-SHOPLIFTING UNDER $5000,2900 Block DOUGLAS ST,VICTORIA,BC,48.44303636,-123.3696152,12,Monday,Theft
BREAK & ENTER-BUSINESS,700 Block YATES ST,VICTORIA,BC,48.42602505,-123.3626007,10,Thursday,Breaking & Entering
THEFT MOTORCYCLE UNDER $5000,900 Block HUMBOLDT ST,VICTORIA,BC,48.41804071,-123.3599431,19,Friday,Theft of Vehicle
BYLAW-NOISE,1200 Block PEMBROKE ST,VICTORIA,BC,48.43143527,-123.3459709,14,Wednesday,Other
COLLISION-DAMAGE UNDER $1000,BAY ST & BLANSHARD ST,VICTORIA,BC,48.4355822,-123.3628773,14,Wednesday,Traffic
MISCHIEF $5000 OR UNDER,500 Block ALPHA ST,VICTORIA,BC,48.44689245,-123.3760149,16,Monday,Property Crime
BYLAW-NOISE,900 Block YATES ST,VICTORIA,BC,48.42552021,-123.3579065,17,Monday,Other
COLLISION-DAMAGE OVER $1000,2800 Block BLANSHARD ST,VICTORIA,BC,48.44084799,-123.3639333,10,Tuesday,Traffic
THEFT-OTHER UNDER $5000,1300 Block YATES ST,VICTORIA,BC,48.42445589,-123.3452832,16,Friday,Theft
THEFT FROM MV UNDER $5000,600 Block SUPERIOR ST,VICTORIA,BC,48.4183296,-123.3677089,13,Wednesday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,1500 Block BEGBIE ST,VICTORIA,BC,48.42863869,-123.3380317,17,Tuesday,Property Crime
THEFT FROM MV UNDER $5000,1700 Block GREEN OAKS TER,VICTORIA,BC,48.42455267,-123.3308409,22,Thursday,Theft from Vehicle
VEHICLE,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44525461,-123.3342615,14,Friday,Vehicle Stop
LIQUOR-INTOX IN PUBLIC PLACE,BLANSHARD ST & VIEW ST,VICTORIA,BC,48.4251354,-123.3623001,23,Friday,Liquor
WEAPONS-POSSESSION,GOVERNMENT ST & PANDORA AVE,VICTORIA,BC,48.4285456,-123.3670448,1,Wednesday,Weapons Offense
SUSPICIOUS PERS/VEH/OCCURRENCE,2500 Block AVEBURY AVE,VICTORIA,BC,48.43466143,-123.3422811,1,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block BALMORAL RD,VICTORIA,BC,48.42786454,-123.3477905,1,Saturday,Other
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block DOUGLAS ST,VICTORIA,BC,48.42531094,-123.3650691,1,Saturday,Liquor
TRAFFIC-INSURANCE VIOLATION,ADMIRALS RD & CRAIGFLOWER BRDG,VICTORIA,BC,48.45243571,-123.4225519,1,Saturday,Traffic
CAUSE A DISTURBANCE,500 Block DISCOVERY ST,VICTORIA,BC,48.43186397,-123.3692921,1,Saturday,Disorder
CAUSE A DISTURBANCE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,2,Saturday,Disorder
IMPAIRED OP MOTOR VEH (ALCOH),CRAIGFLOWER RD & STYLES ST,VICTORIA,BC,48.43815024,-123.3897261,2,Saturday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,HERALD ST & DOUGLAS ST,VICTORIA,BC,48.43020336,-123.3645267,7,Saturday,Other
POSSESSION-METHAMPHETAMINE,600 Block COURTNEY ST,VICTORIA,BC,48.42348676,-123.3678692,7,Saturday,Drugs
THEFT BICYCLE UNDER $5000,MONTREAL ST,VICTORIA,BC,48.41666046,-123.3838972,8,Saturday,Theft
TRAFFIC-INSURANCE VIOLATION,700 Block BAY ST,VICTORIA,BC,48.43575946,-123.3663763,9,Saturday,Traffic
THEFT FROM MV UNDER $5000,1900 Block GOVERNMENT ST,VICTORIA,BC,48.43118899,-123.3671706,10,Saturday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,800 Block YATES ST,VICTORIA,BC,48.42582494,-123.3607229,11,Saturday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,11,Saturday,Theft
ASSAULT-W/WEAPON OR CBH,FORT ST & QUADRA ST,VICTORIA,BC,48.42400592,-123.359745,15,Saturday,Assault with Deadly Weapon
BREAK & ENTER-BUSINESS,2900 Block DOUGLAS ST,VICTORIA,BC,48.44361375,-123.369988,16,Saturday,Breaking & Entering
LIQUOR-CONSUME IN PUBLIC PLACE,200 Block MENZIES ST,VICTORIA,BC,48.41616606,-123.3734026,17,Saturday,Liquor
TRAFFIC-OTHER MOVING PROV,FISGARD ST & GOVERNMENT ST,VICTORIA,BC,48.42937549,-123.3671366,18,Saturday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block MCCLURE ST,VICTORIA,BC,48.42060664,-123.3561573,20,Saturday,Other
LIQUOR-INTOX IN PUBLIC PLACE,BLANSHARD ST & YATES ST,VICTORIA,BC,48.42596659,-123.3620642,21,Saturday,Liquor
VEHICLE,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44008081,-123.3948831,14,Friday,Vehicle Stop
BYLAW-NOISE,1400 Block GRANT ST,VICTORIA,BC,48.428568,-123.341679,0,Saturday,Other
BYLAW-NOISE,1000 Block FAIRFIELD RD,VICTORIA,BC,48.41827511,-123.3577715,0,Saturday,Other
TRAFFIC-OTHER MOVING PROV,800 Block PEMBROKE ST,VICTORIA,BC,48.43240353,-123.3608955,0,Saturday,Traffic
BREAK & ENTER-RESIDENCE,500 Block HEAD ST,VICTORIA,BC,48.42760717,-123.3992133,0,Saturday,Breaking & Entering
LIQUOR-INTOX IN PUBLIC PLACE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,0,Saturday,Liquor
TRAFFIC-OTHER MOVING PROV,BLANSHARD ST & BAY ST,VICTORIA,BC,48.43557549,-123.3626078,0,Saturday,Traffic
TRAFFIC-OTHER MUNICIPAL,FORT ST & BLANSHARD ST,VICTORIA,BC,48.42431624,-123.3624261,0,Saturday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,200 Block ST ANDREWS ST,VICTORIA,BC,48.41359934,-123.368824,1,Saturday,Liquor
THEFT-SHOPLIFTING UNDER $5000,800 Block BAY ST,VICTORIA,BC,48.43551932,-123.3618012,1,Saturday,Theft
IMPAIRED OP MOTOR VEH (ALCOH),FINLAYSON ST & DOUGLAS ST,VICTORIA,BC,48.44497565,-123.3707221,2,Saturday,Traffic
MISCHIEF $5000 OR UNDER,2500 Block FORBES ST,VICTORIA,BC,48.43451601,-123.3386455,2,Saturday,Property Crime
BYLAW-NOISE,2500 Block COOK ST,VICTORIA,BC,48.43766697,-123.3520992,3,Saturday,Other
TRAFFIC-OTHER MOVING PROV,QUADRA ST & HILLSIDE AVE,VICTORIA,BC,48.43943031,-123.3591536,3,Saturday,Traffic
WEAPONS-POSSESSION,100 Block GORGE RD E,VICTORIA,BC,48.44332349,-123.3848514,5,Saturday,Weapons Offense
BYLAW-NOISE,300 Block ST JAMES ST,VICTORIA,BC,48.41649344,-123.3782408,3,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,COURTNEY ST & GORDON ST,VICTORIA,BC,48.42344069,-123.367467,7,Saturday,Other
MISCHIEF $5000 OR UNDER,1900 Block OAK BAY AVE,VICTORIA,BC,48.4264429,-123.325337,8,Saturday,Property Crime
MISCHIEF $5000 OR UNDER,1100 Block CHAPMAN ST,VICTORIA,BC,48.41313741,-123.3564398,9,Saturday,Property Crime
DRIVING COMPLAINTS,JOHNSON ST & COOK ST,VICTORIA,BC,48.42594949,-123.3534299,10,Saturday,Traffic
THEFT FROM MV UNDER $5000,500 Block PARK PL,VICTORIA,BC,48.42924182,-123.4147756,10,Saturday,Theft from Vehicle
TRAFFIC-OTHER MUNICIPAL,HILLSIDE AVE & BLANSHARD ST,VICTORIA,BC,48.43889838,-123.3635022,10,Saturday,Traffic
THEFT-OTHER UNDER $5000,800 Block BURDETT AVE,VICTORIA,BC,48.42188255,-123.3617524,16,Saturday,Theft
THEFT BICYCLE UNDER $5000,VANCOUVER ST & JOHNSON ST,VICTORIA,BC,48.42626671,-123.3563806,11,Saturday,Theft
TRAFFIC-OTHER NON-MOVE PROV,1000 Block ESQUIMALT RD,VICTORIA,BC,48.42913445,-123.4041218,11,Saturday,Traffic
THEFT FROM MV UNDER $5000,800 Block CARRIE ST,VICTORIA,BC,48.43923046,-123.3958747,12,Saturday,Theft from Vehicle
DRIVING COMPLAINTS,BAY ST & FERNWOOD RD,VICTORIA,BC,48.43450391,-123.344989,12,Saturday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1300 Block BROAD ST,VICTORIA,BC,48.42658392,-123.3662126,14,Saturday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43187469,-123.3945256,15,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,1000 Block ESQUIMALT RD,VICTORIA,BC,48.42913445,-123.4041218,15,Saturday,Liquor
THEFT-OTHER UNDER $5000,1100 Block MASON ST,VICTORIA,BC,48.42764605,-123.351311,15,Saturday,Theft
THEFT BICYCLE UNDER $5000,900 Block PANDORA AVE,VICTORIA,BC,48.42747325,-123.358472,16,Saturday,Theft
LIQUOR-CONSUME IN PUBLIC PLACE,1500 Block KINGS RD,VICTORIA,BC,48.43807531,-123.3370956,17,Saturday,Liquor
THEFT-SHOPLIFTING UNDER $5000,400 Block SIMCOE ST,VICTORIA,BC,48.41555004,-123.3743811,18,Saturday,Theft
CAUSE A DISTURBANCE,MICHIGAN ST & MENZIES ST,VICTORIA,BC,48.41697892,-123.3730877,18,Saturday,Disorder
MISCHIEF $5000 OR UNDER,700 Block JOHNSON ST,VICTORIA,BC,48.42711899,-123.3641588,18,Saturday,Property Crime
MISCHIEF $5000 OR UNDER,100 Block ST CHARLES ST,VICTORIA,BC,48.41046939,-123.3363564,18,Saturday,Property Crime
COLLISION-NON-FATAL INJURY,COOK ST & OXFORD ST,VICTORIA,BC,48.41407512,-123.3567921,18,Monday,Traffic
COLLISION-DAMAGE UNDER $1000,COOK ST & JOHNSON ST,VICTORIA,BC,48.42594949,-123.3534299,18,Monday,Traffic
VEHICLE,GORGE RD E & JUTLAND RD,VICTORIA,BC,48.44188305,-123.3765629,2,Thursday,Vehicle Stop
THEFT-SHOPLIFTING UNDER $5000,GOVERNMENT ST & PANDORA AVE,VICTORIA,BC,48.4285166,-123.3670495,18,Saturday,Theft
TRAFFIC-OTHER MOVING PROV,ESQUIMALT RD & SITKUM RD,VICTORIA,BC,48.42987083,-123.3801979,22,Saturday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,900 Block VIEW ST,VICTORIA,BC,48.42466803,-123.358089,21,Saturday,Liquor
DRIVING COMPLAINTS,3100 Block STEVENSON PL,VICTORIA,BC,48.44887281,-123.3559263,22,Saturday,Traffic
MISCHIEF $5000 OR UNDER,900 Block BALMORAL RD,VICTORIA,BC,48.42892665,-123.3574463,22,Saturday,Property Crime
THEFT FROM MV UNDER $5000,1000 Block LYALL ST,VICTORIA,BC,48.42687247,-123.4049206,22,Saturday,Theft from Vehicle
LIQUOR-CONSUME IN PUBLIC PLACE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,22,Saturday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,BAY ST & BLANSHARD ST,VICTORIA,BC,48.4355822,-123.3628773,23,Saturday,Other
BYLAW-NOISE,200 Block ESQUIMALT RD,VICTORIA,BC,48.43040147,-123.3823275,23,Saturday,Other
BYLAW-NOISE,2700 Block PRIOR ST,VICTORIA,BC,48.4402063,-123.3551962,23,Saturday,Other
ASSAULT-W/WEAPON OR CBH,800 Block YATES ST,VICTORIA,BC,48.42582494,-123.3607229,23,Saturday,Assault with Deadly Weapon
ASSAULT-W/WEAPON OR CBH,800 Block ESQUIMALT RD,VICTORIA,BC,48.43097391,-123.3997028,2,Sunday,Assault with Deadly Weapon
CAUSE A DISTURBANCE,1900 Block FERNWOOD RD,VICTORIA,BC,48.42970056,-123.3451237,23,Saturday,Disorder
BYLAW-NOISE,2600 Block BLANSHARD ST,VICTORIA,BC,48.43837164,-123.3629917,22,Saturday,Other
THEFT-OTHER UNDER $5000,1500 Block COOK ST,VICTORIA,BC,48.42745008,-123.353211,23,Saturday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,200 Block GORGE RD E,VICTORIA,BC,48.44312046,-123.382838,23,Saturday,Liquor
TRAFFIC-INSURANCE VIOLATION,3000 Block BLANSHARD ST,VICTORIA,BC,48.44328036,-123.3652824,23,Saturday,Traffic
BYLAW-NOISE,FERNWOOD RD & KINGS RD,VICTORIA,BC,48.4381185,-123.344921,23,Saturday,Other
MISCHIEF $5000 OR UNDER,800 Block YATES ST,VICTORIA,BC,48.4259973,-123.3619478,18,Saturday,Property Crime
TRAFFIC-OTHER MOVING PROV,1000 Block TILLICUM RD,VICTORIA,BC,48.4421831,-123.4022939,18,Saturday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.4244596,-123.3654238,15,Saturday,Theft
IMPAIRED OP MOTOR VEH (ALCOH),1000 Block TILLICUM RD,VICTORIA,BC,48.44549246,-123.400794,14,Monday,Traffic
BYLAW-NOISE,800 Block YATES ST,VICTORIA,BC,48.42582494,-123.3607229,16,Saturday,Other
BREAK & ENTER-RESIDENCE,200 Block MONTREAL ST,VICTORIA,BC,48.41931696,-123.3811871,3,Saturday,Breaking & Entering
BYLAW-NOISE,500 Block WEST BAY TER,VICTORIA,BC,48.42924015,-123.3977742,3,Saturday,Other
TRAFFIC-INSURANCE VIOLATION,BROAD ST & VIEW ST,VICTORIA,BC,48.42557297,-123.3665387,8,Sunday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,12,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,BASTION SQ,VICTORIA,BC,48.42584144,-123.3693572,0,Sunday,Other
IMPAIRED OP MOTOR VEH (ALCOH),900 Block BALMORAL RD,VICTORIA,BC,48.42898621,-123.3583875,3,Sunday,Traffic
THEFT FROM MV UNDER $5000,900 Block BANK ST,VICTORIA,BC,48.42222547,-123.3286786,15,Monday,Theft from Vehicle
THEFT-SHOPLIFTING UNDER $5000,700 Block HILLSIDE AVE,VICTORIA,BC,48.43882175,-123.3640463,20,Thursday,Theft
THEFT FROM MV UNDER $5000,1200 Block KINGS RD,VICTORIA,BC,48.4386532,-123.348265,0,Monday,Theft from Vehicle
BREAK & ENTER-BUSINESS,400 Block SIMCOE ST,VICTORIA,BC,48.41593933,-123.3751689,4,Monday,Breaking & Entering
BREAK & ENTER-OTHER,1400 Block HARRISON ST,VICTORIA,BC,48.42621084,-123.3437005,7,Monday,Breaking & Entering
THEFT FROM MV UNDER $5000,2800 Block FIFTH ST,VICTORIA,BC,48.44141273,-123.358368,11,Monday,Theft from Vehicle
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,12,Monday,Theft
COLLISION-NON-FATAL INJURY,BLANSHARD ST & YATES ST,VICTORIA,BC,48.42596659,-123.3620642,12,Monday,Traffic
MISCHIEF $5000 OR UNDER,400 Block HILLSIDE AVE,VICTORIA,BC,48.4367121,-123.3749604,12,Monday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.42801227,-123.3670776,12,Monday,Theft
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,13,Monday,Theft
MISCHIEF $5000 OR UNDER,2800 Block QUESNEL ST,VICTORIA,BC,48.44129559,-123.3663378,14,Monday,Property Crime
THEFT FROM MV UNDER $5000,900 Block WILMER ST,VICTORIA,BC,48.42196973,-123.3274788,15,Monday,Theft from Vehicle
THEFT-OTHER UNDER $5000,600 Block GORGE RD E,VICTORIA,BC,48.43857675,-123.3679738,15,Monday,Theft
THEFT-OTHER UNDER $5000,2400 Block WARK ST,VICTORIA,BC,48.43469674,-123.3595529,18,Thursday,Theft
BYLAW-NOISE,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008053,-123.4110865,22,Monday,Other
DRIVING COMPLAINTS,PEMBROKE ST & FERNWOOD RD,VICTORIA,BC,48.43136997,-123.3451649,16,Wednesday,Traffic
MISCHIEF $5000 OR UNDER,900 Block PANDORA AVE,VICTORIA,BC,48.42736519,-123.358478,7,Tuesday,Property Crime
BREAK & ENTER-RESIDENCE,1500 Block GLADSTONE AVE,VICTORIA,BC,48.43026405,-123.336321,9,Monday,Breaking & Entering
MISCHIEF $5000 OR UNDER,WARK ST & BAY ST,VICTORIA,BC,48.43538117,-123.3595147,9,Tuesday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008053,-123.4110865,10,Friday,Theft
BYLAW-NOISE,400 Block GORGE RD E,VICTORIA,BC,48.44059844,-123.373125,23,Wednesday,Other
BYLAW-NOISE,1400 Block FERNWOOD RD,VICTORIA,BC,48.42556134,-123.345491,22,Tuesday,Other
THEFT-OTHER UNDER $5000,DOUGLAS ST & BAY ST,VICTORIA,BC,48.43570898,-123.3654344,17,Tuesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block BROUGHTON ST,VICTORIA,BC,48.42334942,-123.3612658,16,Thursday,Other
LIQUOR (LCLA) ACT-OTHER,1300 Block WHARF ST,VICTORIA,BC,48.4274059,-123.3706195,20,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,500 Block CONSTANCE AVE,VICTORIA,BC,48.42855852,-123.4181862,21,Sunday,Liquor
THEFT BICYCLE UNDER $5000,1000 Block PEMBERTON RD,VICTORIA,BC,48.42399761,-123.3413962,12,Tuesday,Theft
THEFT-SHOPLIFTING UNDER $5000,400 Block SIMCOE ST,VICTORIA,BC,48.41555004,-123.3743811,12,Tuesday,Theft
THEFT-OTHER UNDER $5000,400 Block ESQUIMALT RD,VICTORIA,BC,48.43043359,-123.3869136,10,Friday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,1300 Block DOUGLAS ST,VICTORIA,BC,48.42643331,-123.3648717,20,Monday,Liquor
FALSE ALARMS,1600 Block FORT ST,VICTORIA,BC,48.42681714,-123.3362453,14,Tuesday,Alarm
THEFT MOTORCYCLE UNDER $5000,1200 Block FORT ST,VICTORIA,BC,48.42315344,-123.3476499,15,Wednesday,Theft of Vehicle
THEFT BICYCLE UNDER $5000,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,20,Wednesday,Theft
THEFT-SHOPLIFTING UNDER $5000,1900 Block QUADRA ST,VICTORIA,BC,48.4311633,-123.3585358,16,Wednesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,REGATTA LAND,VICTORIA,BC,48.43638929,-123.3815911,10,Sunday,Other
COLLISION-DAMAGE UNDER $1000,ESQUIMALT RD & CATHERINE ST,VICTORIA,BC,48.4303808,-123.3847385,9,Monday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block FRASER ST,VICTORIA,BC,48.42227475,-123.4182593,8,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,2500 Block WARK ST,VICTORIA,BC,48.43697059,-123.3599658,12,Wednesday,Other
BYLAW-NOISE,600 Block SPEED AVE,VICTORIA,BC,48.44609052,-123.3734947,23,Friday,Other
THEFT BICYCLE UNDER $5000,MICHIGAN ST & MENZIES ST,VICTORIA,BC,48.41697892,-123.3730877,17,Sunday,Theft
THEFT BICYCLE OVER $5000,500 Block JOHNSON ST,VICTORIA,BC,48.42780909,-123.3697875,14,Tuesday,Theft
TRAFFIC-OTHER MOVING PROV,VANCOUVER ST & PANDORA AVE,VICTORIA,BC,48.4273585,-123.3561645,19,Sunday,Traffic
215 DRUG,SPEED AVE & DOUGLAS ST,VICTORIA,BC,48.44647931,-123.3717183,3,Saturday,Traffic
POSSESSION-HEROIN,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,0,Sunday,Drugs
CAUSE A DISTURBANCE,800 Block FISGARD ST,VICTORIA,BC,48.42927627,-123.3613399,21,Monday,Disorder
SUSPICIOUS PERS/VEH/OCCURRENCE,3100 Block ALDER ST,VICTORIA,BC,48.4459235,-123.3659545,23,Sunday,Other
COLLISION-DAMAGE OVER $1000,3100 Block DOUGLAS ST,VICTORIA,BC,48.4462745,-123.3714598,16,Saturday,Traffic
ASSAULT-W/WEAPON OR CBH,1200 Block WHARF ST,VICTORIA,BC,48.4263602,-123.370136,1,Monday,Assault with Deadly Weapon
BYLAW-NOISE,SOUTH TURNER ST,VICTORIA,BC,48.41188488,-123.3735054,1,Sunday,Other
THEFT BICYCLE OVER $5000,300 Block CATHERINE ST,VICTORIA,BC,48.4297196,-123.3846591,12,Thursday,Theft
BYLAW-NOISE,600 Block MANCHESTER RD,VICTORIA,BC,48.4424505,-123.3718074,13,Saturday,Other
BYLAW-NOISE,1200 Block BASIL AVE,VICTORIA,BC,48.44095838,-123.3535345,0,Sunday,Other
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,16,Tuesday,Theft
ASSAULT-W/WEAPON OR CBH,KIMTA RD & TYEE RD,VICTORIA,BC,48.42739623,-123.3775014,8,Wednesday,Assault with Deadly Weapon
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43097391,-123.3997028,20,Saturday,Other
THEFT-OTHER UNDER $5000,1200 Block GOVERNMENT ST,VICTORIA,BC,48.4257979,-123.3676056,1,Monday,Theft
BYLAW-NOISE,2700 Block CEDAR HILL RD,VICTORIA,BC,48.44045316,-123.3445199,1,Monday,Other
TRAFFIC-OTHER MOVING PROV,GORGE POINT PUB,VICTORIA,BC,48.4284207,-123.3656444,14,Sunday,Traffic
ANIMAL CALLS,300 Block PLASKETT PL,VICTORIA,BC,48.42094227,-123.4142848,20,Saturday,Other
LIQUOR-INTOX IN PUBLIC PLACE,TILLICUM RD & CRAIGFLOWER RD,VICTORIA,BC,48.44185692,-123.4022086,17,Saturday,Liquor
TRAFFIC-INSURANCE VIOLATION,FINLAYSON ST & BLANSHARD ST,VICTORIA,BC,48.44559562,-123.3666382,14,Sunday,Traffic
MISCHIEF $5000 OR UNDER,2800 Block FIFTH ST,VICTORIA,BC,48.44191139,-123.3584751,16,Monday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.4275175,-123.367232,11,Monday,Theft
COLLISION-NON-FATAL INJURY,YATES ST & COOK ST,VICTORIA,BC,48.42506129,-123.3536145,7,Tuesday,Traffic
BREAK & ENTER-OTHER,300 Block DOUGLAS ST,VICTORIA,BC,48.4152378,-123.3661698,8,Tuesday,Breaking & Entering
DRIVING COMPLAINTS,CHAMBERS ST & PANDORA AVE,VICTORIA,BC,48.4270425,-123.3503951,19,Thursday,Traffic
DRIVING COMPLAINTS,COOK ST & MAY ST,VICTORIA,BC,48.4122197,-123.3573651,14,Saturday,Traffic
BREAK & ENTER-OTHER,1500 Block HILLSIDE AVE,VICTORIA,BC,48.4447351,-123.335756,11,Saturday,Breaking & Entering
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.4256222,-123.3654926,18,Saturday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block BURDETT AVE,VICTORIA,BC,48.42188255,-123.3617524,8,Tuesday,Other
ASSAULT-W/WEAPON OR CBH,600 Block JOHNSON ST,VICTORIA,BC,48.4274456,-123.3666086,16,Monday,Assault with Deadly Weapon
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block DOMINION RD,VICTORIA,BC,48.4361115,-123.3939522,14,Monday,Other
MISCHIEF $5000 OR UNDER,1300 Block MINTO ST,VICTORIA,BC,48.4178958,-123.3476514,10,Saturday,Property Crime
THEFT OF AUTO OVER $5000,500 Block PANDORA AVE,VICTORIA,BC,48.42851764,-123.3674542,16,Monday,Theft of Vehicle
ASSAULT-W/WEAPON OR CBH,3100 Block HARRIET RD,VICTORIA,BC,48.44844158,-123.3857831,17,Monday,Assault with Deadly Weapon

