incident_type_primary,city,state,hour_of_day,day_of_week,parent_incident_type,month_of_year,day_of_month,year
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,3,9,10,8,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,10,3,9,10,8,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,3,9,10,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,0,9,10,5,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,4,4,9,10,9,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,19,4,9,10,9,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,19,5,9,10,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,18,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,5,9,10,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,5,9,10,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,12,5,9,10,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,11,5,9,10,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,5,9,10,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,8,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,6,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,1,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,22,6,9,10,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,6,9,10,11,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,11,6,9,10,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,6,9,10,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,6,6,9,10,11,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,8,6,9,9,3,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,6,9,10,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,1,1,9,10,13,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,18,0,9,10,12,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,0,9,10,12,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,1,9,10,13,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,12,2,9,10,14,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,2,9,10,14,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,2,9,10,14,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,2,9,10,14,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,2,9,10,14,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,20,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,3,9,10,15,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,12,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,12,3,9,10,15,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,10,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,3,9,10,15,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,7,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,3,9,10,15,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,12,4,9,10,16,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,4,9,10,16,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,4,9,10,16,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,8,4,9,10,16,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,6,5,9,10,17,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,5,9,10,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,5,9,10,17,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,6,9,10,18,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,10,18,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,5,9,10,17,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,4,9,10,16,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,15,3,9,10,15,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,3,9,10,15,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,23,2,9,10,14,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,20,0,9,10,19,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,0,9,10,19,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,0,9,10,19,2014
THEFT-OTHER OVER $5000,VICTORIA,BC,15,1,9,10,20,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,12,1,9,10,20,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,8,1,9,10,20,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,3,1,9,10,20,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,1,9,10,20,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,20,2,9,10,21,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,2,9,10,21,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,2,9,10,21,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,2,9,10,21,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,8,2,9,10,21,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,1,9,10,20,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,1,9,10,20,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,2,9,9,6,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,3,9,10,19,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,3,9,9,7,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,18,3,9,9,7,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,1,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,15,4,9,9,8,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,22,4,9,9,8,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,12,6,9,10,22,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,5,9,9,9,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,5,9,9,9,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,14,5,9,9,9,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,6,9,9,10,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,1,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,18,6,9,9,10,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,21,6,9,9,10,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,1,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,14,5,9,12,11,2015
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,3,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,5,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,3,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,12,4,9,9,29,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,4,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,5,9,2,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,18,0,9,9,11,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,6,9,2,5,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,3,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,3,9,2,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,4,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,4,9,2,3,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,0,9,2,6,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,8,0,9,10,23,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,9,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,9,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,4,9,2,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,8,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,9,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,6,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,9,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,1,9,2,14,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,2,9,2,15,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,13,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,12,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,13,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,13,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,15,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,12,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,12,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,2,9,2,15,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,15,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,5,9,2,11,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,13,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,11,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,12,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,13,2011
THEFT-ELEC/GAS/TEL UNDER $5000,VICTORIA,BC,0,1,9,2,14,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,20,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,17,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,18,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,20,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,1,9,2,21,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,2,21,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,20,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,0,9,2,20,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,1,9,2,21,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,2,17,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,1,9,2,28,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,25,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,26,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,2,28,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,25,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,25,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,26,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,26,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,22,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,2,23,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,2,25,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,22,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,22,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,27,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,2,27,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,2,28,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,8,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,2,28,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,2,8,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,6,9,2,19,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,3,9,10,22,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER OVER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER OVER $5000,VICTORIA,BC,0,2,9,3,1,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,3,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,3,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,3,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,3,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,22,4,9,10,23,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,4,9,10,23,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,4,9,10,23,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,4,9,10,23,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,4,9,10,23,2014
THEFT-OTHER OVER $5000,VICTORIA,BC,10,3,9,10,22,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,3,3,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,3,3,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,3,2,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,4,9,3,3,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,5,9,3,4,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,5,9,3,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,3,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,3,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,3,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,5,9,10,24,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,5,9,10,24,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,0,9,3,6,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,6,9,10,25,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,6,9,10,25,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,6,9,10,25,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,3,7,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,3,7,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,3,7,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,3,7,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,5,9,3,4,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,1,9,3,7,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,6,9,9,24,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,14,0,9,10,26,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,0,9,10,26,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,5,9,10,24,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,2,9,3,8,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,2,9,3,8,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,2,9,3,8,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,17,3,9,3,9,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,18,3,9,3,9,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,11,3,9,3,9,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,3,9,3,9,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,0,3,9,3,9,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,1,9,12,14,2015
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,2,9,10,28,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,2,9,10,28,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,2,9,10,28,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,2,9,10,28,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,0,9,10,26,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,4,9,3,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,4,9,3,10,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,7,2,9,9,13,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,4,9,3,10,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,4,9,3,10,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,5,9,3,11,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,5,9,3,11,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,5,9,3,11,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,20,3,9,10,29,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,19,3,9,10,29,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,17,3,9,10,29,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,3,9,10,29,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,3,9,10,29,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,3,9,10,29,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,3,9,10,29,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,1,6,9,3,12,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,6,9,3,12,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,6,9,3,12,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,2,9,9,13,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,0,9,3,13,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,0,9,3,13,2011
THEFT-OTHER OVER $5000,VICTORIA,BC,18,0,9,3,13,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,4,9,10,30,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,4,9,10,30,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,2,9,9,13,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,20,5,9,10,31,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,5,9,10,31,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,5,9,10,31,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,5,9,10,31,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,5,9,10,31,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,11,5,9,10,31,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,2,9,3,15,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,2,9,3,15,2011
THEFT BICYCLE UNDER $5000,VICTORIA,BC,19,2,9,9,13,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,19,6,9,11,1,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,6,9,11,1,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,10,6,9,11,1,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,7,6,9,11,1,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,17,0,9,11,2,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,0,9,11,2,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,0,9,11,2,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,12,0,9,11,2,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,6,9,11,1,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,16,6,9,11,1,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,1,9,11,3,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,1,9,11,3,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,11,1,9,11,3,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,7,1,9,11,3,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,9,1,9,11,3,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,21,2,9,11,4,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,2,9,11,4,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,20,2,9,9,13,2016
THEFT BICYCLE UNDER $5000,VICTORIA,BC,21,3,9,11,5,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,3,9,11,5,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,15,3,9,11,5,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,14,3,9,11,5,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,13,3,9,11,5,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,8,3,9,11,5,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,6,3,9,11,5,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,0,3,9,11,5,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,2,9,11,4,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,17,4,9,11,6,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,4,9,11,6,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,4,9,11,6,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,15,4,9,11,6,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,4,9,11,6,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,22,6,9,10,1,2016
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,3,9,11,5,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,3,9,11,5,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,23,5,9,11,7,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,20,5,9,11,7,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,19,5,9,11,7,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,5,9,11,7,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,5,9,11,7,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,4,9,11,6,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,16,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,6,9,11,8,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,15,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,9,6,9,11,8,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,17,6,9,11,8,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,19,0,9,11,9,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,14,0,9,11,9,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,0,9,11,9,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,3,0,9,11,9,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,1,9,11,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,14,1,9,11,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,1,9,11,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,1,9,11,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,10,1,9,11,10,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,1,1,9,11,10,2014
THEFT-OTHER OVER $5000,VICTORIA,BC,12,5,9,11,7,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,17,2,9,11,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,2,9,11,11,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,11,2,9,11,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,1,2,9,11,11,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,1,9,11,10,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,3,9,11,12,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,21,3,9,11,12,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,3,9,11,12,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,12,3,9,11,12,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,3,9,11,12,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,6,9,11,8,2014
THEFT BICYCLE UNDER $5000,VICTORIA,BC,17,4,9,11,13,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,4,9,11,13,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,4,9,11,13,2014
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,6,9,3,26,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,21,6,9,3,26,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,15,2,9,3,22,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,13,2,9,3,22,2011
THEFT-OTHER UNDER $5000,VICTORIA,BC,11,4,9,3,24,2011
